audio_id,chunk_id,encodec_encoder_ms,quantizer_3cb_ms,quantizer_4cb_ms,plain_pack_ms,conv_encode_pack_ms,vogeo_encode_only_ms,vogeo_pack_ms,uncoded_total_ms,conv_total_ms,proposed_total_ms
78,1,47.72444,3.924393,4.008775,0.045007,0.775051,0.476491,0.006393,51.778222,52.423884,52.13171700000001
78,2,46.008177,3.861457,3.883865,0.043501,0.760435,0.461933,0.006077,49.935543,50.630069000000006,50.337644000000004
78,3,46.496002,3.909238,3.899174,0.042066,0.753879,0.474591,0.00616,50.437242,51.159119,50.885991
78,4,45.480092,3.867831,3.914372,0.044217,0.757355,0.465042,0.005649,49.438681,50.105278,49.818614
78,5,45.401215,3.931138,3.890767,0.043174,0.760531,0.485319,0.005972,49.335156,50.092884,49.823643999999994
78,6,46.464153,3.912853,3.905646,0.045475,0.761447,0.468596,0.005657,50.415274000000004,51.138453,50.851259
78,7,46.393522,3.923072,3.894802,0.043213,0.765982,0.515494,0.005735,50.331537,51.082575999999996,50.83782299999999
78,8,46.229854,3.896839,3.872953,0.046918,0.762265,0.459014,0.005876,50.149725000000004,50.888958,50.59158300000001
78,9,48.25009,3.885819,3.910605,0.044409,0.761499,0.467953,0.004888,52.205104,52.897408,52.60875
78,10,46.487843,3.894075,3.94342,0.047042,0.757068,0.481345,0.0064,50.478305,51.138985999999996,50.869662999999996
78,11,45.967812,3.982447,3.936932,0.04395,0.757182,0.465434,0.006196,49.948694,50.707441,50.42188900000001
78,12,49.890324,3.982854,3.989638,0.045095,0.783563,0.541421,0.008355,53.925057,54.656741000000004,54.422954000000004
78,13,48.968689,3.957994,3.910414,0.045917,0.77511,0.485144,0.005491,52.92502,53.701792999999995,53.417317999999995
79,0,47.917117,3.955177,3.944484,0.042877,0.807876,0.578632,0.007827,51.904478,52.68017,52.458752999999994
79,1,46.862746,4.075724,3.909531,0.04558,0.767637,0.494679,0.006853,50.817857000000004,51.706107,51.440002
79,2,48.347882,4.053604,4.132765,0.046453,0.785032,0.493966,0.006019,52.5271,53.186518,52.901471
79,3,44.871622,3.83534,3.896915,0.043672,0.762487,0.4639,0.006437,48.812209,49.469449000000004,49.177299000000005
79,4,48.40165,3.878382,3.881509,0.043364,0.765701,0.464673,0.006407,52.326522999999995,53.045733,52.751112
79,5,47.989865,3.976242,3.980694,0.042759,0.774849,0.471619,0.004953,52.013318,52.740956000000004,52.442679
79,6,45.717224,3.944566,3.956205,0.044497,0.781095,0.466812,0.007071,49.717926,50.442885000000004,50.135673000000004
79,7,48.938084,3.911326,3.974765,0.044889,0.769736,0.472042,0.006453,52.957738,53.61914600000001,53.32790500000001
79,8,48.240103,3.950819,4.091187,0.048012,0.790601,0.491801,0.006545,52.379301999999996,52.981523,52.689268000000006
79,9,47.706892,3.987342,3.957924,0.04731,0.781777,0.478106,0.006089,51.712126000000005,52.476011,52.178429
79,10,48.340151,3.910684,4.032943,0.050026,0.771712,0.479531,0.006949,52.423120000000004,53.022546999999996,52.737314999999995
79,11,47.955208,4.012672,3.88014,0.044804,0.762053,0.473156,0.006732,51.880151999999995,52.729933,52.447768
79,12,44.3097,3.85858,3.909892,0.044614,0.754421,0.451911,0.00636,48.264206,48.922700999999996,48.626551
80,0,50.808829,4.077802,4.118239,0.045445,0.783142,0.481414,0.006749,54.972513000000006,55.669773,55.374794
80,1,48.510266,3.810993,3.857538,0.042944,0.76132,0.479504,0.006572,52.410748,53.082578999999996,52.807334999999995
80,2,45.812293,3.873208,3.96721,0.044406,0.760907,0.475842,0.006484,49.823909,50.446408,50.167826999999996
80,3,46.098145,3.893014,3.894947,0.043921,0.759362,0.463713,0.005225,50.037013,50.750521000000006,50.460097000000005
80,4,48.566724,3.965508,3.940412,0.04515,0.772504,0.487867,0.00518,52.552286,53.304736,53.025279000000005
80,5,49.107494,4.090979,3.934918,0.043455,0.780366,0.469133,0.005841,53.08586700000001,53.978839,53.673446999999996
80,6,48.54771,3.872103,3.967553,0.05367,0.801095,0.494531,0.007171,52.568933,53.220908,52.92151500000001
80,7,46.303443,3.839224,3.948209,0.043072,0.780181,0.465939,0.005801,50.294724,50.922848,50.614407
80,8,48.407203,4.133046,3.965409,0.044045,0.774068,0.474487,0.006348,52.416657,53.314317,53.02108400000001
80,9,47.579316,3.851073,3.955748,0.044619,0.761328,0.475659,0.006601,51.579682999999996,52.191717,51.912649
81,0,48.701295,3.998787,3.989741,0.044991,0.768488,0.486685,0.005841,52.73602700000001,53.46857,53.192608
81,1,47.959417,3.902772,3.924836,0.043399,0.77839,0.47007,0.007068,51.927652,52.640579,52.339327
81,2,48.698145,4.027794,3.922784,0.043337,0.760609,0.487489,0.006252,52.664266,53.486548,53.21968
81,3,46.768763,3.872696,3.890189,0.045984,0.758906,0.477017,0.006086,50.704936,51.400365,51.124562000000005
81,4,48.160007,4.046992,3.91364,0.044442,0.766294,0.475831,0.005751,52.118089,52.973293000000005,52.688581
81,5,47.633632,3.865284,3.905774,0.043078,0.758845,0.467806,0.00755,51.582484,52.257761,51.974272000000006
81,6,46.865373,3.927968,3.975632,0.047065,0.762578,0.470546,0.005678,50.88807,51.555918999999996,51.269565
81,7,48.758789,4.00798,3.943838,0.045899,0.773684,0.469459,0.00632,52.748526,53.540453,53.242548
81,8,47.593739,3.977451,4.039928,0.046953,0.78593,0.489763,0.006787,51.680620000000005,52.35712,52.06774000000001
81,9,45.036972,4.004969,3.992984,0.045268,0.771578,0.499523,0.006809,49.075224,49.813519,49.548273
82,0,48.372282,4.074236,4.034351,0.044637,0.793478,0.489906,0.005645,52.45127,53.239996,52.942069
82,1,49.95192,4.201614,4.06112,0.044077,0.791251,0.479474,0.006689,54.057117000000005,54.944785,54.639697000000005
82,2,55.950206,4.447045,4.275536,0.049587,0.778409,0.502212,0.006297,60.275329000000006,61.17566000000001,60.90576000000001
82,3,51.223732,4.038615,4.01117,0.044862,0.770221,0.500921,0.006629,55.279764,56.032568,55.76989699999999
82,4,46.86217,4.044429,3.968132,0.047614,0.778688,0.477212,0.006236,50.877916,51.685287,51.390047
82,5,47.741563,3.948123,3.97009,0.044557,0.772424,0.47813,0.005587,51.756209999999996,52.46211,52.173403
82,6,46.075991,3.878351,3.915059,0.045553,0.75587,0.463933,0.006164,50.036603,50.710212000000006,50.424439
82,7,47.731439,3.860742,3.89507,0.04496,0.758911,0.463758,0.00654,51.671469,52.351092,52.062479
82,8,45.890209,3.943605,3.944719,0.044252,0.774462,0.472087,0.006528,49.87918,50.608276,50.312429
82,9,45.261911,3.960033,4.096836,0.047453,0.765247,0.465928,0.006435,49.40619999999999,49.987191,49.694307
83,0,49.85326,4.010063,4.045154,0.04257,0.77739,0.478608,0.006411,53.940984,54.640713,54.348342
83,1,47.31614,3.975018,3.947553,0.044322,0.775547,0.524245,0.006013,51.308015,52.066705,51.821416
83,2,49.516982,3.937458,3.884944,0.04357,0.768741,0.465109,0.006837,53.445496,54.223181,53.926385999999994
83,3,47.494505,3.938675,3.975279,0.045399,0.774906,0.481246,0.006836,51.515183,52.208085999999994,51.92126199999999
83,4,45.692774,3.92253,3.890796,0.043983,0.760217,0.470864,0.005477,49.627553,50.375521,50.091645
83,5,47.99864,3.865436,3.895855,0.045117,0.758908,0.471492,0.005275,51.939612,52.622984,52.340843
83,6,46.985777,3.781543,3.932564,0.04471,0.744078,0.457562,0.006592,50.963051,51.511398,51.231474
83,7,45.567855,3.850851,3.852508,0.050297,0.760007,0.520157,0.007395,49.47066,50.178713,49.946258
83,8,47.738357,3.843031,4.068949,0.058857,0.789175,0.492517,0.006747,51.866163,52.370563000000004,52.080652
83,9,46.378229,3.945784,4.043856,0.047144,0.776809,0.48931,0.005431,50.469229,51.100822,50.818754000000006
84,0,48.959118,4.042885,4.053558,0.055816,0.792779,0.510715,0.006627,53.068492,53.794782,53.519344999999994
84,1,49.559335,4.003117,4.021419,0.043538,0.778303,0.487418,0.005996,53.624292,54.340754999999994,54.055865999999995
84,2,48.479707,3.91614,3.962898,0.04415,0.774729,0.471954,0.006395,52.486755,53.170576,52.87419599999999
84,3,46.278122,3.897078,3.930191,0.045111,0.775013,0.472325,0.00614,50.253424,50.950213000000005,50.653665000000004
84,4,44.947472,3.929092,3.885394,0.045182,0.758075,0.463831,0.00603,48.87804799999999,49.63463899999999,49.346424999999996
84,5,45.717866,3.855411,3.912515,0.044164,0.761996,0.47327,0.007129,49.674545,50.33527300000001,50.053676
84,6,48.78774,3.889444,3.921109,0.067313,0.774105,0.484145,0.007047,52.776162,53.451288999999996,53.168375999999995
84,7,47.677419,3.907304,3.905672,0.045484,0.752941,0.511196,0.006428,51.628575000000005,52.337664,52.102346999999995
84,8,43.28409,3.887526,3.864379,0.049957,0.762048,0.452015,0.006704,47.198426,47.933664,47.630335
85,0,51.167663,3.900535,3.924579,0.045101,0.762366,0.48161,0.006708,55.137343,55.830563999999995,55.556516
85,1,48.059297,3.870076,3.907652,0.042566,0.758449,0.465843,0.004479,52.009515,52.687822,52.399695
85,2,45.313296,3.792116,3.842053,0.045922,0.759824,0.486552,0.005891,49.201271,49.865236,49.597855
85,3,47.504414,3.813899,3.77925,0.041098,0.75918,0.483771,0.006121,51.32476199999999,52.077493,51.808204999999994
85,4,46.862118,3.819193,3.839365,0.044025,0.746399,0.458575,0.005728,50.745508,51.42771,51.145614
85,5,44.564435,3.834562,3.814634,0.042642,0.751644,0.479228,0.006752,48.421711,49.150641,48.884977
85,6,46.927561,3.845812,3.847544,0.044364,0.743801,0.465294,0.006289,50.819469,51.517174,51.244956
85,7,47.06128,3.80519,3.916206,0.042458,0.750899,0.470124,0.006633,51.019944,51.617369,51.343227
85,8,43.590252,3.864611,3.85586,0.045258,0.764157,0.486063,0.00673,47.491369999999996,48.21902,47.947656
86,0,51.149428,3.947149,3.954369,0.044686,0.775893,0.487078,0.005734,55.148483,55.87247000000001,55.589389
86,1,47.641353,3.869942,3.846303,0.044463,0.761955,0.469789,0.006297,51.532119,52.273250000000004,51.987381000000006
86,2,45.567346,3.881856,3.896487,0.043922,0.757876,0.465597,0.006187,49.507755,50.207078,49.920986
86,3,47.668846,3.88113,3.857256,0.049029,0.766882,0.470089,0.00561,51.575131,52.316858,52.025675
86,4,47.389294,3.844192,3.906571,0.044378,0.760331,0.488327,0.006143,51.340243,51.993817,51.727956
86,5,46.082383,3.961312,3.865952,0.042272,0.758332,0.473845,0.006794,49.990607,50.802027,50.524333999999996
86,6,47.500291,3.854137,3.917459,0.044807,0.762197,0.468102,0.00571,51.462557,52.116625,51.82824
86,7,46.878357,3.904481,3.821471,0.044849,0.76042,0.490765,0.006397,50.744677,51.543258,51.28
86,8,44.548821,3.753009,3.934496,0.044556,0.746807,0.462384,0.005967,48.527873,49.04863699999999,48.770180999999994
86,9,49.799486,3.869457,3.919742,0.043568,0.747143,0.467943,0.005801,53.762796,54.416086,54.142686999999995
86,10,48.226883,3.843146,3.907372,0.042714,0.762252,0.460006,0.006576,52.176969,52.832280999999995,52.536611
87,0,47.584234,3.91985,3.923758,0.044472,0.781256,0.513893,0.007211,51.552464,52.28534,52.025188
87,1,47.330946,3.815538,3.856506,0.044453,0.746855,0.464953,0.006727,51.231905,51.893339,51.618164
87,2,46.041177,3.856338,3.801424,0.043162,0.762776,0.473543,0.005623,49.885763,50.660291,50.376681
87,3,46.332781,3.931519,3.901627,0.04338,0.755433,0.46442,0.005655,50.277787999999994,51.019733,50.73437499999999
87,4,46.849439,3.881878,3.897094,0.04562,0.76213,0.472158,0.006359,50.792153,51.493446999999996,51.209834
87,5,46.645312,3.896093,3.874666,0.046474,0.759718,0.500117,0.005766,50.566452,51.301123,51.047288
87,6,45.088842,3.834214,3.856518,0.043256,0.75911,0.474446,0.005611,48.988616,49.682166,49.403113000000005
87,7,47.877475,3.844203,3.906547,0.042691,0.751634,0.468193,0.005831,51.826713,52.473312,52.195702
87,8,47.34128,3.919685,3.880791,0.042315,0.756148,0.472477,0.005733,51.264386,52.017113,51.739174999999996
87,9,44.755286,3.926732,3.887462,0.044427,0.754445,0.453331,0.005076,48.687174999999996,49.436462999999996,49.140425
88,0,48.4679,3.849076,3.885264,0.044498,0.765406,0.471128,0.006391,52.397662,53.082381999999996,52.794495
88,1,46.832003,3.790009,3.820875,0.043298,0.747751,0.470682,0.006698,50.696176,51.369763,51.099391999999995
88,2,44.476223,3.801982,3.822792,0.043684,0.744124,0.458967,0.006396,48.342698999999996,49.022329,48.743568
88,3,47.347899,3.759012,3.801994,0.042299,0.745013,0.481842,0.006402,51.192192,51.851924,51.595155
88,4,47.064369,3.810921,3.825032,0.043416,0.751157,0.466393,0.005474,50.932817,51.626447,51.347156999999996
88,5,45.186684,3.788235,3.818663,0.044209,0.746566,0.467628,0.006239,49.049556,49.721485,49.448786
88,6,45.121907,3.791681,3.759303,0.043349,0.756422,0.497818,0.006155,48.924559,49.67001,49.417561
88,7,45.771147,3.781152,3.814974,0.043142,0.752077,0.465628,0.006231,49.629263,50.304376,50.024158
88,8,44.924866,3.880773,3.831733,0.044486,0.747092,0.46821,0.006325,48.801085,49.552731,49.280173999999995
89,0,46.988755,3.908081,3.854209,0.043752,0.758921,0.481773,0.006697,50.88671599999999,51.655757,51.385306
89,1,47.09714,3.875225,3.789913,0.043222,0.746827,0.454804,0.005084,50.930275,51.71919200000001,51.432253
89,2,47.289148,3.924134,3.989856,0.042938,0.756827,0.496097,0.006577,51.321942,51.970109,51.715956
89,3,45.353108,3.82323,3.781357,0.043499,0.745006,0.455396,0.006604,49.177963999999996,49.921344,49.638338000000005
89,4,45.352176,3.947325,3.894494,0.047499,0.753062,0.492216,0.007045,49.294169000000004,50.052563,49.798761999999996
89,5,45.366133,3.910746,3.856804,0.043641,0.747465,0.480317,0.006265,49.266577999999996,50.024344,49.763461
89,6,48.097982,4.043432,4.066635,0.045747,0.770349,0.523113,0.006544,52.210364,52.91176300000001,52.671071000000005
89,7,48.190236,4.156757,4.063498,0.048122,0.793771,0.497813,0.006521,52.301856,53.140764,52.851327
89,8,50.111107,4.002085,3.981503,0.04336,0.779338,0.534831,0.007464,54.13596999999999,54.89253,54.655486999999994
89,9,51.364687,4.03593,4.073475,0.050443,0.79305,0.491233,0.005837,55.48860500000001,56.193667000000005,55.897687000000005
89,10,49.309408,4.090431,4.117011,0.047237,0.794969,0.4898,0.006684,53.473656,54.194808,53.896323
90,0,52.112851,4.04237,4.073154,0.043893,0.794637,0.49603,0.005956,56.229898,56.949858,56.65720699999999
90,1,49.860359,4.152872,4.05991,0.045543,0.79225,0.491148,0.006538,53.96581200000001,54.80548100000001,54.510917000000006
90,2,47.804249,4.04742,4.024433,0.045063,0.779558,0.487535,0.007039,51.873745,52.631227,52.346243
90,3,47.766122,3.882476,3.91541,0.043221,0.760699,0.481577,0.006379,51.72475300000001,52.409297,52.136554000000004
90,4,47.050477,3.841775,3.863721,0.043009,0.760666,0.462198,0.005616,50.957207,51.652918,51.360066
90,5,46.685912,3.856316,3.895276,0.051863,0.766098,0.473511,0.006996,50.633051,51.308326,51.022735000000004
90,6,46.763252,3.86524,3.874553,0.047344,0.755353,0.472509,0.006154,50.685149,51.383845,51.107155000000006
90,7,46.119639,3.899512,3.893929,0.045582,0.757408,0.46718,0.00667,50.05915,50.776559,50.493001
90,8,44.591984,3.910771,3.965355,0.045485,0.780268,0.49722,0.005769,48.602824,49.28302299999999,49.00574399999999
91,0,60.048119,3.984916,3.941509,0.046113,0.7901,0.486889,0.006416,64.035741,64.823135,64.52634
91,1,49.775775,3.87851,3.970291,0.04647,0.760851,0.483043,0.006814,53.792536000000005,54.415136000000004,54.144142
91,2,47.982713,3.921186,3.975067,0.049007,0.785108,0.500044,0.005908,52.006787,52.689007,52.409850999999996
91,3,47.635107,3.923377,3.945887,0.04612,0.77021,0.510729,0.006712,51.627114,52.328694,52.075925
91,4,47.989035,3.86627,3.917616,0.047322,0.765021,0.526064,0.007021,51.953973000000005,52.620326,52.38839
91,5,49.640011,3.916539,3.897078,0.044873,0.755619,0.480636,0.006355,53.581962000000004,54.312169000000004,54.043541
91,6,49.843217,3.931503,3.942576,0.048314,0.781646,0.486208,0.006878,53.834107,54.556366000000004,54.267806
91,7,46.238344,3.937631,3.909848,0.045627,0.760489,0.479642,0.006704,50.193819,50.936464,50.662321
91,8,47.982298,3.858863,3.886173,0.046448,0.759609,0.470828,0.006288,51.914919,52.60077,52.318276999999995
92,0,50.67977,3.904692,3.92591,0.044093,0.761567,0.484754,0.006157,54.649772999999996,55.346028999999994,55.075373
92,1,46.716638,3.878923,3.898603,0.043253,0.762347,0.473454,0.005606,50.658494000000005,51.357908,51.074621
92,2,49.355546,3.908605,3.890821,0.043348,0.765112,0.48487,0.007242,53.289715,54.029263,53.756263
92,3,47.77352,3.8859,3.869235,0.044074,0.751854,0.474893,0.006238,51.686829,52.411274,52.140551
92,4,45.924309,3.814828,3.877604,0.05387,0.775061,0.512292,0.005335,49.855783,50.514198,50.256764000000004
92,5,49.021918,3.978774,3.973569,0.043564,0.760352,0.46899,0.007157,53.039051,53.761044,53.476839
92,6,46.621829,3.865466,3.937526,0.042127,0.758993,0.478619,0.006379,50.601482,51.24628799999999,50.972293
92,7,46.31562,3.858219,3.99884,0.045325,0.760232,0.479456,0.006242,50.359785,50.934071,50.659537
92,8,45.518076,3.885219,3.937687,0.047242,0.778095,0.502606,0.007634,49.503004999999995,50.18139,49.913535
93,0,51.584091,3.925551,4.004566,0.042892,0.78226,0.486814,0.006939,55.631549,56.291902,56.003395000000005
93,1,47.438614,3.832707,3.919027,0.04618,0.776927,0.501838,0.007373,51.403821,52.048248,51.780532
93,2,49.653622,3.963314,4.022984,0.049895,0.777011,0.481133,0.005902,53.726501,54.393947,54.103970999999994
93,3,49.398883,3.887896,3.916375,0.043585,0.767885,0.481166,0.005856,53.358843,54.054663999999995,53.773801
93,4,46.54487,3.839198,3.854207,0.044345,0.753442,0.532264,0.006634,50.443422000000005,51.137510000000006,50.922966
93,5,47.568761,4.02471,3.85016,0.050681,0.759767,0.483645,0.005434,51.469602,52.353238,52.082550000000005
93,6,45.867647,3.89266,3.851277,0.045818,0.754233,0.466204,0.005495,49.764742,50.51454,50.232006
93,7,48.489959,3.772143,3.822694,0.043383,0.742794,0.46527,0.004805,52.356035999999996,53.004896,52.73217699999999
93,8,47.189501,4.003087,3.902585,0.043091,0.760933,0.478717,0.005591,51.135177,51.953521,51.676896000000006
93,9,44.122986,3.840082,3.874352,0.043432,0.754689,0.463453,0.006138,48.04077,48.717757,48.432659
94,0,52.049053,4.042027,3.993214,0.043595,0.776172,0.486603,0.005767,56.085862000000006,56.867252,56.58345
94,1,49.750503,3.863673,3.875564,0.042926,0.764249,0.512305,0.006324,53.668993,54.378425,54.132805
94,2,46.657356,3.902454,3.960029,0.044603,0.756842,0.485741,0.006341,50.661988,51.316652,51.051891999999995
94,3,47.993012,3.850147,3.906334,0.045715,0.760549,0.472447,0.006182,51.945061,52.603708,52.321788000000005
94,4,48.443255,3.828807,3.8811,0.043292,0.75987,0.468887,0.005863,52.367647,53.031932,52.746812
94,5,47.33727,3.838196,3.844233,0.051867,0.766252,0.482671,0.006076,51.23337,51.941718,51.664213000000004
94,6,47.745835,3.883796,3.867339,0.048229,0.761666,0.495896,0.006635,51.661403,52.391296999999994,52.132162
94,7,48.268164,3.888832,3.859373,0.043333,0.758211,0.481398,0.006647,52.170869999999994,52.915207,52.645041
94,8,45.797347,4.041911,3.909846,0.043448,0.765733,0.480323,0.006051,49.750641,50.604991,50.325632
94,9,49.176691,4.067192,4.064243,0.045768,0.783359,0.499789,0.006408,53.286702,54.027241999999994,53.75008
94,10,50.486286,4.120391,4.04837,0.045365,0.795527,0.489051,0.006724,54.580020999999995,55.402204,55.102452
94,11,46.570167,4.01785,3.935933,0.047293,0.757794,0.475467,0.006814,50.553393,51.345811,51.070298
95,0,49.049936,3.882803,3.948492,0.044448,0.760446,0.473565,0.006125,53.04287600000001,53.69318500000001,53.412429
95,1,47.107466,3.835606,3.885393,0.044683,0.746605,0.458551,0.006693,51.037542,51.689677,51.408316
95,2,46.748672,3.872275,3.919848,0.04465,0.762042,0.473524,0.006099,50.71317,51.382989,51.10057
95,3,48.409201,3.865357,3.85161,0.040772,0.76031,0.489941,0.006327,52.301583,53.034868,52.77082600000001
95,4,48.205937,3.873403,3.882191,0.044276,0.762711,0.481667,0.006084,52.132404,52.842051000000005,52.567091000000005
95,5,46.983985,3.923203,3.93022,0.043095,0.763105,0.474167,0.005228,50.9573,51.670293,51.386583
95,6,48.602966,3.862872,3.890456,0.044305,0.755369,0.479895,0.006554,52.537727000000004,53.22120700000001,52.952287000000005
95,7,47.476662,3.845833,3.913822,0.046596,0.763612,0.485478,0.005843,51.43708,52.086107,51.813815999999996
95,8,45.816941,3.82193,3.94383,0.047227,0.769312,0.510677,0.007407,49.807998,50.408183,50.156955
95,9,48.060018,4.018185,3.891212,0.049871,0.772937,0.485613,0.006193,52.001101000000006,52.85114,52.570009000000006
95,10,47.689651,3.878792,3.893955,0.043253,0.760356,0.469609,0.006064,51.626858999999996,52.328799,52.044115999999995
95,11,44.804208,3.892652,3.951634,0.050296,0.783037,0.493488,0.005471,48.806138000000004,49.479897,49.195819
96,0,49.940084,3.951795,4.102736,0.043664,0.781526,0.494779,0.006698,54.086484,54.673404999999995,54.393356
96,1,48.319176,3.900141,3.928828,0.042644,0.760274,0.476084,0.00646,52.290648000000004,52.979591,52.701860999999994
96,2,45.900691,3.877355,3.896256,0.043772,0.763864,0.47695,0.005518,49.840719,50.54191,50.26051400000001
96,3,48.236628,3.836351,3.85081,0.043409,0.762218,0.468503,0.00683,52.130847,52.835197,52.548312
96,4,46.920728,3.76145,3.866866,0.043763,0.743352,0.462025,0.006849,50.831357,51.425529999999995,51.15105199999999
96,5,44.502901,3.844823,3.81022,0.045608,0.755897,0.459242,0.00601,48.358729000000004,49.103621,48.812976000000006
96,6,46.667876,3.874361,3.889079,0.047032,0.739864,0.458589,0.006036,50.603987000000004,51.282101,51.006862000000005
96,7,46.700579,3.784047,3.838862,0.044901,0.752867,0.459375,0.005752,50.584342,51.237493,50.949753
96,8,43.864114,3.792462,3.810865,0.042892,0.744829,0.452895,0.005762,47.717871,48.401405000000004,48.115232999999996
97,0,50.08964,3.899941,3.982918,0.042194,0.762359,0.478192,0.006515,54.114752,54.751940000000005,54.474288
97,1,48.186014,3.851676,3.860771,0.044222,0.756344,0.469814,0.005676,52.091007,52.794033999999996,52.51318
97,2,46.294206,3.822563,3.865018,0.049933,0.764285,0.485438,0.007055,50.209157000000005,50.881054000000006,50.60926200000001
97,3,47.725508,3.82218,3.799429,0.042986,0.763645,0.515137,0.005803,51.56792299999999,52.311333,52.068628000000004
97,4,47.384331,3.833703,3.821151,0.04654,0.744299,0.474404,0.005968,51.252022000000004,51.962333,51.698406000000006
97,5,45.774682,3.839695,3.803488,0.043523,0.745449,0.486498,0.006231,49.621693,50.359826,50.107105999999995
97,6,47.078922,3.841881,3.905718,0.046944,0.766959,0.475501,0.005341,51.031584,51.687762,51.401645
97,7,47.223246,3.888047,3.909491,0.044329,0.760022,0.471347,0.006236,51.177066,51.871315,51.588876000000006
97,8,44.534306,3.881235,3.880481,0.045053,0.739423,0.483528,0.005671,48.45984000000001,49.15496400000001,48.904740000000004
98,0,49.940273,3.8673,3.969057,0.045721,0.761817,0.48806,0.006659,53.955051,54.56939,54.302291999999994
98,1,47.31523,3.836272,3.879299,0.05011,0.754889,0.465808,0.00604,51.244639,51.906391,51.62335
98,2,45.59825,3.874685,3.868563,0.045806,0.759367,0.459828,0.00567,49.512619,50.232302,49.938433
98,3,45.91494,3.783029,3.817534,0.044261,0.745413,0.466811,0.005709,49.776735,50.443382,50.170489
98,4,46.055588,3.843276,3.833093,0.045643,0.749226,0.478599,0.007464,49.934324,50.64809,50.384927000000005
98,5,47.239411,3.871421,3.846681,0.043782,0.759123,0.471262,0.006255,51.129873999999994,51.869955,51.588349
98,6,48.183765,3.831297,3.901269,0.044464,0.759477,0.467034,0.007279,52.129498,52.774539,52.489374999999995
98,7,43.673389,3.801229,3.793367,0.042819,0.740691,0.447696,0.005153,47.509575000000005,48.215309,47.927467
98,8,46.854158,3.83573,3.848653,0.048686,0.738334,0.47622,0.005847,50.75149699999999,51.428222,51.171955
99,0,49.256226,3.887885,3.895451,0.043719,0.759753,0.497382,0.006864,53.195396,53.903864,53.648357
99,1,45.436494,3.83668,3.872762,0.042986,0.758486,0.46603,0.005426,49.352242000000004,50.03166,49.74463000000001
99,2,46.461933,3.823679,3.811866,0.043646,0.744642,0.470523,0.006161,50.317445000000006,51.030254,50.762296
99,3,46.00711,3.78142,3.796757,0.043149,0.736946,0.456408,0.006027,49.847015999999996,50.525476,50.250965
99,4,45.353894,3.795954,3.822048,0.043893,0.752311,0.494241,0.006393,49.219834999999996,49.902159,49.650482000000004
99,5,47.212229,3.835521,3.791923,0.042829,0.746764,0.460661,0.005526,51.046980999999995,51.794514,51.513937000000006
99,6,46.748705,3.792857,3.802868,0.04283,0.742886,0.462942,0.00588,50.59440300000001,51.284448,51.010383999999995
99,7,44.953676,3.824049,3.83497,0.043252,0.738752,0.468405,0.006437,48.831898,49.516477,49.252567
99,8,46.568321,3.809929,3.858742,0.044135,0.744557,0.460228,0.005366,50.471197999999994,51.122806999999995,50.843844
99,9,48.107294,3.874975,3.926402,0.047503,0.752586,0.473348,0.00626,52.081199000000005,52.734855,52.461877
99,10,45.606745,3.920615,3.880578,0.044203,0.754449,0.475548,0.007508,49.531526,50.281808999999996,50.010416
99,11,47.74392,3.874595,3.847131,0.043635,0.760115,0.466826,0.005038,51.634686,52.37863,52.090379
99,12,47.214799,3.993782,3.918195,0.045614,0.759909,0.478259,0.006348,51.178608,51.96849,51.693188000000006
