method,audio_id,si_sdr_db,tx_gain_db
3,37,-12.959021,32.00
3,38,-12.675121,32.00
3,39,-10.991669,32.00
3,40,-12.275011,32.00
3,41,-11.197722,32.00
3,42,-10.860574,32.00
3,43,-12.887449,32.00
3,44,-13.030646,32.00
3,45,-16.806061,32.00
3,46,-13.249223,32.00
3,47,-12.564161,32.00
3,48,-15.483522,32.00
3,49,-14.009211,32.00
3,50,-12.665257,32.00
3,51,-13.185226,32.00
3,52,-13.717702,32.00
3,53,-12.789414,32.00
3,54,-12.753418,32.00
3,55,-10.863114,32.00
3,56,-11.158244,32.00
3,57,-12.047472,32.00
3,58,-11.006605,32.00
3,59,-13.045906,32.00
3,60,-10.948309,32.00
3,61,-12.368006,32.00
3,62,-10.945025,32.00
3,63,-11.724417,32.00
3,64,-11.958488,32.00
3,65,-16.025852,32.00
3,66,-19.369214,32.00
3,67,-19.744077,32.00
3,68,-18.616507,32.00
3,69,-18.383204,32.00
3,70,-16.520085,32.00
3,71,-19.764881,32.00
3,72,-17.229385,32.00
3,73,-18.896825,32.00
3,74,-14.344201,32.00
3,75,-16.743199,32.00
3,76,-17.162372,32.00
3,77,-20.969355,32.00
3,78,-17.673887,32.00
3,79,-15.519029,32.00
3,80,-17.952808,32.00
3,81,-11.133832,32.00
3,82,-11.340783,32.00
3,83,-12.587138,32.00
3,84,-13.143453,32.00
3,85,-12.288156,32.00
3,86,-11.580030,32.00
3,87,-10.188126,32.00
3,88,-11.409281,32.00
3,89,-10.449902,32.00
3,90,-12.439545,32.00
3,91,-9.001081,32.00
3,92,-11.565416,32.00
3,93,-14.318148,32.00
3,94,-14.549925,32.00
3,95,-17.256212,32.00
3,96,-20.021783,32.00
3,97,-18.500990,32.00
3,98,-18.729301,32.00
3,99,-18.427053,32.00
conv,0,-17.399283,32.00
conv,1,-10.400951,32.00
conv,2,-9.476264,32.00
conv,3,-9.455182,32.00
conv,4,-8.240560,32.00
conv,5,-9.936058,32.00
conv,6,-9.177600,32.00
conv,7,-8.351575,32.00
conv,8,-9.329252,32.00
conv,9,-9.582527,32.00
conv,10,-8.119519,32.00
conv,11,-9.385227,32.00
conv,12,-10.080360,32.00
conv,13,-11.642570,32.00
conv,14,-9.817925,32.00
conv,15,-9.681009,32.00
conv,16,-8.393021,32.00
conv,17,-12.360771,32.00
conv,18,-9.755088,32.00
conv,19,-8.681588,32.00
conv,20,-15.553244,32.00
conv,21,-11.365556,32.00
conv,22,-9.197072,32.00
conv,23,-12.603755,32.00
conv,24,-8.972822,32.00
conv,25,-9.360180,32.00
conv,26,-10.824847,32.00
conv,27,-8.453289,32.00
conv,28,-7.428795,32.00
conv,29,-8.844106,32.00
conv,30,-9.018235,32.00
conv,31,-7.080681,32.00
conv,32,-10.149394,32.00
conv,33,-8.703662,32.00
conv,34,-9.047617,32.00
conv,35,-9.809846,32.00
conv,36,-8.917365,32.00
conv,37,-9.284345,32.00
conv,38,-9.784897,32.00
conv,39,-8.637665,32.00
conv,40,-9.353129,32.00
conv,41,-10.054868,32.00
conv,42,-8.909695,32.00
conv,43,-10.178316,32.00
conv,44,-12.491979,32.00
conv,45,-14.189751,32.00
conv,46,-11.303904,32.00
conv,47,-12.602433,32.00
conv,48,-13.711124,32.00
conv,49,-12.978881,32.00
conv,50,-13.189147,32.00
conv,51,-10.969841,32.00
conv,52,-10.616640,32.00
conv,53,-10.089920,32.00
conv,54,-10.233804,32.00
conv,55,-9.352336,32.00
conv,56,-8.685711,32.00
conv,57,-10.339725,32.00
conv,58,-9.515858,32.00
conv,59,-8.805497,32.00
conv,60,-8.885684,32.00
conv,61,-8.060536,32.00
conv,62,-6.675633,32.00
conv,63,-8.838316,32.00
conv,64,-10.028754,32.00
conv,65,-14.543025,32.00
conv,66,-18.167859,32.00
conv,67,-21.446787,32.00
conv,68,-17.938644,32.00
conv,69,-13.767092,32.00
conv,70,-15.783947,32.00
conv,71,-18.857784,32.00
conv,72,-16.912196,32.00
conv,73,-16.861353,32.00
conv,74,-13.366598,32.00
conv,75,-15.887518,32.00
conv,76,-16.373004,32.00
conv,77,-19.822388,32.00
conv,78,-17.141691,32.00
conv,79,-13.931564,32.00
conv,80,-16.651098,32.00
conv,81,-7.805884,32.00
conv,82,-8.231320,32.00
conv,83,-9.586782,32.00
conv,84,-9.938215,32.00
conv,85,-10.721112,32.00
conv,86,-10.329120,32.00
conv,87,-7.696341,32.00
conv,88,-9.800924,32.00
conv,89,-8.273544,32.00
conv,90,-10.592678,32.00
conv,91,-7.844912,32.00
conv,92,-14.283481,32.00
conv,93,-17.701073,32.00
conv,94,-16.305331,32.00
conv,95,-21.296867,32.00
conv,96,-20.522226,32.00
conv,97,-26.579879,32.00
conv,98,-20.597054,32.00
conv,99,-21.039330,32.00
proposed,0,-7.203383,32.00
proposed,1,-2.932241,32.00
proposed,2,-2.937541,32.00
proposed,3,-1.353146,32.00
proposed,4,-3.035524,32.00
proposed,5,-2.462260,32.00
proposed,6,-2.469108,32.00
proposed,7,-1.615427,32.00
proposed,8,-2.020099,32.00
proposed,9,-2.688339,32.00
proposed,10,-2.195093,32.00
proposed,11,-2.829961,32.00
proposed,12,-3.000847,32.00
proposed,13,-4.151834,32.00
proposed,14,-2.168697,32.00
proposed,15,-2.932376,32.00
proposed,16,-2.917987,32.00
proposed,17,-5.430166,32.00
proposed,18,-2.570511,32.00
proposed,19,-2.550767,32.00
proposed,20,-4.875525,32.00
proposed,21,-4.337578,32.00
proposed,22,-4.940058,32.00
proposed,23,-3.974615,32.00
proposed,24,-3.467418,32.00
proposed,25,-3.087642,32.00
proposed,26,-4.349921,32.00
proposed,27,-3.758490,32.00
proposed,28,-3.801250,32.00
proposed,29,-3.593492,32.00
proposed,30,-2.913347,32.00
proposed,31,-2.745043,32.00
proposed,32,-3.721203,32.00
proposed,33,-2.925094,32.00
proposed,34,-2.826472,32.00
proposed,35,-2.904008,32.00
proposed,36,-2.536534,32.00
proposed,37,-4.817748,32.00
proposed,38,-3.604754,32.00
proposed,39,-3.476507,32.00
proposed,40,-3.926621,32.00
proposed,41,-2.777869,32.00
proposed,42,-2.341242,32.00
proposed,43,-4.185352,32.00
proposed,44,-3.954300,32.00
proposed,45,-5.308678,32.00
proposed,46,-3.248488,32.00
proposed,47,-3.517879,32.00
proposed,48,-4.000774,32.00
proposed,49,-4.317480,32.00
proposed,50,-3.278505,32.00
proposed,51,-3.352286,32.00
proposed,52,-2.545470,32.00
proposed,53,-3.866789,32.00
proposed,54,-4.589828,32.00
proposed,55,-4.370890,32.00
proposed,56,-2.885897,32.00
proposed,57,-4.428780,32.00
proposed,58,-4.683311,32.00
proposed,59,-2.885199,32.00
proposed,60,-2.799024,32.00
proposed,61,-3.322352,32.00
proposed,62,-3.056132,32.00
proposed,63,-3.412256,32.00
proposed,64,-3.368898,32.00
proposed,65,-11.215180,32.00
proposed,66,-14.484475,32.00
proposed,67,-10.645523,32.00
proposed,68,-14.161615,32.00
proposed,69,-12.218741,32.00
proposed,70,-11.671821,32.00
proposed,71,-13.022547,32.00
proposed,72,-13.112910,32.00
proposed,73,-13.145124,32.00
proposed,74,-10.520579,32.00
proposed,75,-12.268885,32.00
proposed,76,-11.530713,32.00
proposed,77,-14.961214,32.00
proposed,78,-12.513985,32.00
proposed,79,-10.632164,32.00
proposed,80,-12.560534,32.00
proposed,81,-3.528862,32.00
proposed,82,-2.296371,32.00
proposed,83,-3.476198,32.00
proposed,84,-3.943553,32.00
proposed,85,-3.368207,32.00
proposed,86,-3.565335,32.00
proposed,87,-2.523788,32.00
proposed,88,-4.778779,32.00
proposed,89,-4.151558,32.00
proposed,90,-4.726913,32.00
proposed,91,-2.467469,32.00
proposed,92,-3.434546,32.00
proposed,93,-7.632308,32.00
proposed,94,-8.139724,32.00
proposed,95,-8.195572,32.00
proposed,96,-8.360163,32.00
proposed,97,-9.767130,32.00
proposed,98,-7.369160,32.00
proposed,99,-8.014167,32.00
3,0,-9.571259,34.00
3,1,-5.612490,34.00
3,2,-5.022559,34.00
3,3,-4.332297,34.00
3,4,-5.054237,34.00
3,5,-3.299938,34.00
3,6,-4.361653,34.00
3,7,-3.996367,34.00
3,8,-1.841339,34.00
3,9,-3.375751,34.00
3,10,-1.072650,34.00
3,11,-4.972424,34.00
3,12,-4.909966,34.00
3,13,-4.849108,34.00
3,14,-3.903481,34.00
3,15,-4.582337,34.00
3,16,-4.750811,34.00
3,17,-4.715865,34.00
3,18,-4.048351,34.00
3,19,-2.177980,34.00
3,20,-5.294161,34.00
3,21,-7.537757,34.00
3,22,-4.046488,34.00
3,23,-6.939489,34.00
3,24,-4.806014,34.00
3,25,-3.811254,34.00
3,26,-4.274547,34.00
3,27,-4.229144,34.00
3,28,-4.645495,34.00
3,29,-4.668677,34.00
3,30,-3.855689,34.00
3,31,-2.682814,34.00
3,32,-4.182712,34.00
3,33,-4.053441,34.00
3,34,-4.229552,34.00
3,35,-3.996183,34.00
3,36,-4.905370,34.00
3,37,-3.970546,34.00
3,38,-5.312055,34.00
3,39,-3.401581,34.00
3,40,-3.426626,34.00
3,41,-3.451733,34.00
3,42,-3.737253,34.00
3,43,-7.345298,34.00
3,44,-7.288071,34.00
3,45,-11.567616,34.00
3,46,-10.184372,34.00
3,47,-12.065925,34.00
3,48,-14.834843,34.00
3,49,-12.966723,34.00
3,50,-12.685645,34.00
3,51,-13.974282,34.00
3,52,-12.249426,34.00
3,53,-12.065589,34.00
3,54,-10.530263,34.00
3,55,-11.038521,34.00
3,56,-12.296271,34.00
3,57,-14.395244,34.00
3,58,-11.152464,34.00
3,59,-10.391341,34.00
3,60,-11.592772,34.00
3,61,-11.275458,34.00
3,62,-11.034540,34.00
3,63,-11.656091,34.00
3,64,-4.508159,34.00
3,65,-8.812072,34.00
3,66,-8.507180,34.00
3,67,-5.867554,34.00
3,68,-9.948512,34.00
3,69,-8.983598,34.00
3,70,-8.702744,34.00
3,71,-9.656048,34.00
3,72,-10.101750,34.00
3,73,-10.413285,34.00
3,74,-6.068268,34.00
3,75,-8.085860,34.00
3,76,-8.980322,34.00
3,77,-8.707867,34.00
3,78,-9.207301,34.00
3,79,-7.401044,34.00
3,80,-10.437103,34.00
3,81,-7.123093,34.00
3,82,-4.873055,34.00
3,83,-5.967250,34.00
3,84,-7.732290,34.00
3,85,-5.462142,34.00
3,86,-6.850030,34.00
3,87,-8.287765,34.00
3,88,-7.187141,34.00
3,89,-9.430642,34.00
3,90,-10.317451,34.00
3,91,-3.393863,34.00
3,92,-2.801601,34.00
3,93,-5.394951,34.00
3,94,-4.167730,34.00
3,95,-7.688779,34.00
3,96,-8.148472,34.00
3,97,-10.163918,34.00
3,98,-8.407912,34.00
3,99,-12.554391,34.00
conv,0,-4.002624,34.00
conv,1,3.239073,34.00
conv,2,0.672251,34.00
conv,3,2.638402,34.00
conv,4,1.174396,34.00
conv,5,1.192391,34.00
conv,6,1.328281,34.00
conv,7,3.148139,34.00
conv,8,2.200105,34.00
conv,9,2.300087,34.00
conv,10,4.055449,34.00
conv,11,2.280567,34.00
conv,12,0.794668,34.00
conv,13,0.819216,34.00
conv,14,2.709197,34.00
conv,15,1.618468,34.00
conv,16,0.845238,34.00
conv,17,0.786133,34.00
conv,18,1.860296,34.00
conv,19,1.704071,34.00
conv,20,1.112858,34.00
conv,21,1.026916,34.00
conv,22,-0.330928,34.00
conv,23,0.377663,34.00
conv,24,1.244889,34.00
conv,25,1.108980,34.00
conv,26,0.150683,34.00
conv,27,0.536951,34.00
conv,28,0.546671,34.00
conv,29,0.331100,34.00
conv,30,1.299230,34.00
conv,31,1.140867,34.00
conv,32,0.737171,34.00
conv,33,0.813850,34.00
conv,34,1.021731,34.00
conv,35,1.874088,34.00
conv,36,-0.262935,34.00
conv,37,0.455985,34.00
conv,38,-0.383560,34.00
conv,39,1.011224,34.00
conv,40,1.332701,34.00
conv,41,1.447784,34.00
conv,42,1.588397,34.00
conv,43,-0.201149,34.00
conv,44,-2.369111,34.00
conv,45,-9.403565,34.00
conv,46,-5.996236,34.00
conv,47,-9.837803,34.00
conv,48,-11.564656,34.00
conv,49,-10.795286,34.00
conv,50,-9.223270,34.00
conv,51,-8.741289,34.00
conv,52,-9.077665,34.00
conv,53,-10.560950,34.00
conv,54,-9.378001,34.00
conv,55,-5.860808,34.00
conv,56,-8.745011,34.00
conv,57,-11.474561,34.00
conv,58,-6.505039,34.00
conv,59,-4.871417,34.00
conv,60,-8.342148,34.00
conv,61,-7.882058,34.00
conv,62,-7.340162,34.00
conv,63,-7.772974,34.00
conv,64,1.632187,34.00
conv,65,-5.405228,34.00
conv,66,-5.614485,34.00
conv,67,-2.349386,34.00
conv,68,-7.605521,34.00
conv,69,-5.321234,34.00
conv,70,-4.729495,34.00
conv,71,-7.090826,34.00
conv,72,-6.352576,34.00
conv,73,-6.476033,34.00
conv,74,-3.166476,34.00
conv,75,-4.707686,34.00
conv,76,-6.028484,34.00
conv,77,-4.814501,34.00
conv,78,-6.356077,34.00
conv,79,-3.147274,34.00
conv,80,-6.819852,34.00
conv,81,-1.711282,34.00
conv,82,2.482052,34.00
conv,83,1.595624,34.00
conv,84,-1.124068,34.00
conv,85,1.704116,34.00
conv,86,1.115604,34.00
conv,87,-1.754655,34.00
conv,88,-2.027153,34.00
conv,89,-2.949138,34.00
conv,90,-3.243344,34.00
conv,91,2.936302,34.00
conv,92,3.630130,34.00
conv,93,0.179634,34.00
conv,94,1.140636,34.00
conv,95,-2.359328,34.00
conv,96,-4.773283,34.00
conv,97,-2.428182,34.00
conv,98,-3.085777,34.00
conv,99,-7.460309,34.00
proposed,0,-2.267104,34.00
proposed,1,2.084262,34.00
proposed,2,0.861291,34.00
proposed,3,1.799724,34.00
proposed,4,1.219436,34.00
proposed,5,1.065129,34.00
proposed,6,1.041865,34.00
proposed,7,2.159565,34.00
proposed,8,1.426191,34.00
proposed,9,1.620824,34.00
proposed,10,2.187641,34.00
proposed,11,1.483948,34.00
proposed,12,0.787574,34.00
proposed,13,0.207062,34.00
proposed,14,1.416656,34.00
proposed,15,1.216790,34.00
proposed,16,0.053849,34.00
proposed,17,0.607870,34.00
proposed,18,0.412596,34.00
proposed,19,1.146643,34.00
proposed,20,0.351442,34.00
proposed,21,-0.221159,34.00
proposed,22,-1.098057,34.00
proposed,23,-0.732903,34.00
proposed,24,0.660928,34.00
proposed,25,-0.307013,34.00
proposed,26,0.480455,34.00
proposed,27,-0.066639,34.00
proposed,28,-0.804115,34.00
proposed,29,0.112552,34.00
proposed,30,0.135811,34.00
proposed,31,0.630361,34.00
proposed,32,-0.245467,34.00
proposed,33,-0.130404,34.00
proposed,34,0.105609,34.00
proposed,35,0.003738,34.00
proposed,36,-0.557201,34.00
proposed,37,0.104826,34.00
proposed,38,-0.291815,34.00
proposed,39,0.121707,34.00
proposed,40,0.043801,34.00
proposed,41,0.791786,34.00
proposed,42,0.850271,34.00
proposed,43,-1.465731,34.00
proposed,44,-1.170721,34.00
proposed,45,-2.131871,34.00
proposed,46,-1.749652,34.00
proposed,47,-3.885415,34.00
proposed,48,-4.254313,34.00
proposed,49,-3.363288,34.00
proposed,50,-2.036222,34.00
proposed,51,-3.319413,34.00
proposed,52,-0.589896,34.00
proposed,53,-3.930720,34.00
proposed,54,-4.246652,34.00
proposed,55,-3.923359,34.00
proposed,56,-2.726844,34.00
proposed,57,-4.652109,34.00
proposed,58,-2.004690,34.00
proposed,59,-1.865648,34.00
proposed,60,-4.652372,34.00
proposed,61,-2.453400,34.00
proposed,62,-3.234063,34.00
proposed,63,-3.578275,34.00
proposed,64,0.516431,34.00
proposed,65,-6.556745,34.00
proposed,66,-7.212647,34.00
proposed,67,-3.531577,34.00
proposed,68,-8.588949,34.00
proposed,69,-6.071104,34.00
proposed,70,-6.068814,34.00
proposed,71,-7.709984,34.00
proposed,72,-8.152548,34.00
proposed,73,-7.336558,34.00
proposed,74,-4.936817,34.00
proposed,75,-5.923965,34.00
proposed,76,-7.203080,34.00
proposed,77,-6.274161,34.00
proposed,78,-7.155296,34.00
proposed,79,-4.694230,34.00
proposed,80,-7.951090,34.00
proposed,81,-1.018041,34.00
proposed,82,1.815331,34.00
proposed,83,0.126010,34.00
proposed,84,-2.020644,34.00
proposed,85,-0.239067,34.00
proposed,86,0.273360,34.00
proposed,87,-0.997758,34.00
proposed,88,-1.565587,34.00
proposed,89,-2.227342,34.00
proposed,90,-2.827076,34.00
proposed,91,0.846779,34.00
proposed,92,2.197061,34.00
proposed,93,-0.795192,34.00
proposed,94,-0.947099,34.00
proposed,95,-1.013187,34.00
proposed,96,-0.217917,34.00
proposed,97,-2.685030,34.00
proposed,98,-0.942190,34.00
proposed,99,-2.947346,34.00
3,0,2.248193,36.00
3,1,4.850848,36.00
3,2,3.309334,36.00
3,3,3.982501,36.00
3,4,3.607521,36.00
3,5,3.638863,36.00
3,6,3.706857,36.00
3,7,4.355101,36.00
3,8,4.401417,36.00
3,9,4.249936,36.00
3,10,5.301820,36.00
3,11,3.781401,36.00
3,12,3.959728,36.00
3,13,2.534768,36.00
3,14,4.018848,36.00
3,15,3.411789,36.00
3,16,3.599494,36.00
3,17,3.476134,36.00
3,18,2.946398,36.00
3,19,4.127230,36.00
3,20,2.938281,36.00
3,21,2.491569,36.00
3,22,1.650744,36.00
3,23,2.145972,36.00
3,24,2.666704,36.00
3,25,2.421463,36.00
3,26,2.841907,36.00
3,27,2.092470,36.00
3,28,2.505814,36.00
3,29,2.179044,36.00
3,30,2.732858,36.00
3,31,3.203474,36.00
3,32,1.988292,36.00
3,33,2.038202,36.00
3,34,2.331903,36.00
3,35,3.633728,36.00
3,36,1.939716,36.00
3,37,2.037558,36.00
3,38,2.298714,36.00
3,39,2.771467,36.00
3,40,2.645849,36.00
3,41,3.118631,36.00
3,42,3.312169,36.00
3,43,0.954325,36.00
3,44,2.135982,36.00
3,45,2.741264,36.00
3,46,2.123002,36.00
3,47,1.612915,36.00
3,48,2.775928,36.00
3,49,2.878138,36.00
3,50,3.623465,36.00
3,51,3.179365,36.00
3,52,3.697794,36.00
3,53,3.146986,36.00
3,54,4.533465,36.00
3,55,3.399559,36.00
3,56,3.528425,36.00
3,57,3.172059,36.00
3,58,4.076843,36.00
3,59,4.203222,36.00
3,60,2.965285,36.00
3,61,3.610741,36.00
3,62,3.348675,36.00
3,63,3.888482,36.00
3,64,3.297458,36.00
3,65,-3.908631,36.00
3,66,-3.831762,36.00
3,67,-0.722657,36.00
3,68,-5.408955,36.00
3,69,-3.845582,36.00
3,70,-3.108584,36.00
3,71,-4.710977,36.00
3,72,-4.428291,36.00
3,73,-5.081989,36.00
3,74,-1.437112,36.00
3,75,-3.561397,36.00
3,76,-4.651026,36.00
3,77,-3.566935,36.00
3,78,-4.262588,36.00
3,79,-1.792680,36.00
3,80,-4.040488,36.00
3,81,5.160152,36.00
3,82,5.790758,36.00
3,83,5.010975,36.00
3,84,4.343918,36.00
3,85,4.536467,36.00
3,86,4.638229,36.00
3,87,5.614768,36.00
3,88,4.420975,36.00
3,89,4.219785,36.00
3,90,3.695637,36.00
3,91,4.977344,36.00
3,92,6.524539,36.00
3,93,3.023310,36.00
3,94,3.492135,36.00
3,95,2.705136,36.00
3,96,4.049090,36.00
3,97,2.633706,36.00
3,98,4.834529,36.00
3,99,2.890322,36.00
conv,0,0.776313,36.00
conv,1,3.600656,36.00
conv,2,1.994326,36.00
conv,3,3.007327,36.00
conv,4,2.196656,36.00
conv,5,2.314221,36.00
conv,6,2.142243,36.00
conv,7,3.344502,36.00
conv,8,2.983135,36.00
conv,9,2.612652,36.00
conv,10,4.065402,36.00
conv,11,2.579299,36.00
conv,12,2.369473,36.00
conv,13,0.941365,36.00
conv,14,2.801374,36.00
conv,15,2.205380,36.00
conv,16,2.360483,36.00
conv,17,1.994765,36.00
conv,18,2.032083,36.00
conv,19,2.283549,36.00
conv,20,1.493314,36.00
conv,21,1.333990,36.00
conv,22,-0.084208,36.00
conv,23,0.681308,36.00
conv,24,1.607471,36.00
conv,25,1.214527,36.00
conv,26,1.506348,36.00
conv,27,0.985404,36.00
conv,28,0.973059,36.00
conv,29,0.983371,36.00
conv,30,1.352414,36.00
conv,31,1.922483,36.00
conv,32,0.787171,36.00
conv,33,0.835550,36.00
conv,34,1.016899,36.00
conv,35,2.190731,36.00
conv,36,0.762786,36.00
conv,37,0.989731,36.00
conv,38,0.887128,36.00
conv,39,1.429542,36.00
conv,40,1.492667,36.00
conv,41,1.787714,36.00
conv,42,2.235205,36.00
conv,43,-0.033177,36.00
conv,44,0.562999,36.00
conv,45,1.541258,36.00
conv,46,0.943601,36.00
conv,47,0.564888,36.00
conv,48,1.340956,36.00
conv,49,1.842082,36.00
conv,50,2.343649,36.00
conv,51,1.698094,36.00
conv,52,2.441612,36.00
conv,53,1.485992,36.00
conv,54,3.283774,36.00
conv,55,2.014635,36.00
conv,56,2.422262,36.00
conv,57,1.800649,36.00
conv,58,2.676713,36.00
conv,59,3.040510,36.00
conv,60,1.533145,36.00
conv,61,2.216446,36.00
conv,62,2.049606,36.00
conv,63,2.674675,36.00
conv,64,1.976283,36.00
conv,65,-5.238340,36.00
conv,66,-5.576484,36.00
conv,67,-2.191295,36.00
conv,68,-7.185387,36.00
conv,69,-5.300350,36.00
conv,70,-4.376860,36.00
conv,71,-6.204293,36.00
conv,72,-6.316765,36.00
conv,73,-6.275121,36.00
conv,74,-2.869901,36.00
conv,75,-4.686106,36.00
conv,76,-6.044645,36.00
conv,77,-4.720282,36.00
conv,78,-5.828131,36.00
conv,79,-3.153893,36.00
conv,80,-5.660088,36.00
conv,81,3.683508,36.00
conv,82,4.534278,36.00
conv,83,3.881659,36.00
conv,84,3.022744,36.00
conv,85,2.830988,36.00
conv,86,3.353906,36.00
conv,87,4.088424,36.00
conv,88,3.448738,36.00
conv,89,2.873545,36.00
conv,90,2.360131,36.00
conv,91,4.212548,36.00
conv,92,5.540935,36.00
conv,93,2.221640,36.00
conv,94,2.492083,36.00
conv,95,1.861933,36.00
conv,96,3.172198,36.00
conv,97,1.705111,36.00
conv,98,3.824957,36.00
conv,99,2.057372,36.00
proposed,0,0.797519,36.00
proposed,1,3.607557,36.00
proposed,2,1.997979,36.00
proposed,3,2.965731,36.00
proposed,4,2.261653,36.00
proposed,5,2.313900,36.00
proposed,6,2.212352,36.00
proposed,7,3.346290,36.00
proposed,8,3.008729,36.00
proposed,9,2.621813,36.00
proposed,10,3.942908,36.00
proposed,11,2.613833,36.00
proposed,12,2.435633,36.00
proposed,13,0.961559,36.00
proposed,14,2.757433,36.00
proposed,15,2.210975,36.00
proposed,16,2.341891,36.00
proposed,17,2.008426,36.00
proposed,18,1.953669,36.00
proposed,19,2.371093,36.00
proposed,20,1.622249,36.00
proposed,21,1.301262,36.00
proposed,22,-0.082331,36.00
proposed,23,0.648779,36.00
proposed,24,1.678430,36.00
proposed,25,1.202307,36.00
proposed,26,1.514739,36.00
proposed,27,1.002354,36.00
proposed,28,1.006093,36.00
proposed,29,1.028303,36.00
proposed,30,1.336317,36.00
proposed,31,1.897521,36.00
proposed,32,0.744897,36.00
proposed,33,0.835289,36.00
proposed,34,1.072689,36.00
proposed,35,2.242152,36.00
proposed,36,0.758940,36.00
proposed,37,0.989534,36.00
proposed,38,0.973917,36.00
proposed,39,1.429776,36.00
proposed,40,1.482296,36.00
proposed,41,1.821432,36.00
proposed,42,2.241027,36.00
proposed,43,-0.040290,36.00
proposed,44,0.880473,36.00
proposed,45,1.502646,36.00
proposed,46,0.932214,36.00
proposed,47,0.556409,36.00
proposed,48,1.217426,36.00
proposed,49,1.773001,36.00
proposed,50,2.363049,36.00
proposed,51,1.662346,36.00
proposed,52,2.480671,36.00
proposed,53,1.389259,36.00
proposed,54,3.376012,36.00
proposed,55,1.982972,36.00
proposed,56,2.464585,36.00
proposed,57,1.812978,36.00
proposed,58,2.652878,36.00
proposed,59,3.004254,36.00
proposed,60,1.497734,36.00
proposed,61,2.209861,36.00
proposed,62,2.029993,36.00
proposed,63,2.605671,36.00
proposed,64,2.040042,36.00
proposed,65,-5.256705,36.00
proposed,66,-5.598544,36.00
proposed,67,-2.190334,36.00
proposed,68,-7.189555,36.00
proposed,69,-5.307185,36.00
proposed,70,-4.448580,36.00
proposed,71,-6.142014,36.00
proposed,72,-6.466093,36.00
proposed,73,-6.253524,36.00
proposed,74,-2.933853,36.00
proposed,75,-4.659803,36.00
proposed,76,-6.065880,36.00
proposed,77,-4.648032,36.00
proposed,78,-5.848172,36.00
proposed,79,-3.465014,36.00
proposed,80,-5.746867,36.00
proposed,81,3.682662,36.00
proposed,82,4.551549,36.00
proposed,83,3.877722,36.00
proposed,84,3.027292,36.00
proposed,85,2.819047,36.00
proposed,86,3.329952,36.00
proposed,87,4.101352,36.00
proposed,88,3.422183,36.00
proposed,89,2.848480,36.00
proposed,90,2.347072,36.00
proposed,91,4.180985,36.00
proposed,92,5.525900,36.00
proposed,93,2.129294,36.00
proposed,94,2.452776,36.00
proposed,95,2.083360,36.00
proposed,96,3.123898,36.00
proposed,97,1.632337,36.00
proposed,98,3.778184,36.00
proposed,99,2.002156,36.00
3,0,2.270055,38.00
3,1,4.837593,38.00
3,2,3.323256,38.00
3,3,3.977125,38.00
3,4,3.597733,38.00
3,5,3.612353,38.00
3,6,3.707538,38.00
3,7,4.402239,38.00
3,8,4.402668,38.00
3,9,4.239008,38.00
3,10,5.276100,38.00
3,11,3.802026,38.00
3,12,3.961888,38.00
3,13,2.510384,38.00
3,14,4.005642,38.00
3,15,3.414745,38.00
3,16,3.636728,38.00
3,17,3.465341,38.00
3,18,3.654080,38.00
3,19,4.191238,38.00
3,20,2.944914,38.00
3,21,2.493104,38.00
3,22,1.649979,38.00
3,23,2.148049,38.00
3,24,2.666504,38.00
3,25,2.433582,38.00
3,26,2.854834,38.00
3,27,2.076460,38.00
3,28,2.494480,38.00
3,29,2.189782,38.00
3,30,2.726513,38.00
3,31,3.158652,38.00
3,32,1.986236,38.00
3,33,2.050880,38.00
3,34,2.321448,38.00
3,35,3.631457,38.00
3,36,1.934419,38.00
3,37,2.059978,38.00
3,38,2.342453,38.00
3,39,2.763691,38.00
3,40,2.658761,38.00
3,41,3.112262,38.00
3,42,3.317525,38.00
3,43,0.939017,38.00
3,44,2.137288,38.00
3,45,2.791328,38.00
3,46,2.125861,38.00
3,47,1.621820,38.00
3,48,2.948623,38.00
3,49,2.687209,38.00
3,50,3.631252,38.00
3,51,3.180939,38.00
3,52,3.689442,38.00
3,53,3.133068,38.00
3,54,4.529026,38.00
3,55,3.392860,38.00
3,56,3.627330,38.00
3,57,3.289002,38.00
3,58,4.074895,38.00
3,59,4.207658,38.00
3,60,2.970113,38.00
3,61,3.604059,38.00
3,62,3.385169,38.00
3,63,3.886151,38.00
3,64,3.368532,38.00
3,65,-3.915420,38.00
3,66,-3.851133,38.00
3,67,-0.738690,38.00
3,68,-5.408728,38.00
3,69,-3.853013,38.00
3,70,-3.139707,38.00
3,71,-4.713097,38.00
3,72,-4.430940,38.00
3,73,-5.041739,38.00
3,74,-1.416505,38.00
3,75,-3.586242,38.00
3,76,-4.650295,38.00
3,77,-3.334188,38.00
3,78,-4.258821,38.00
3,79,-1.922395,38.00
3,80,-4.023994,38.00
3,81,5.159814,38.00
3,82,5.836118,38.00
3,83,4.929386,38.00
3,84,4.325618,38.00
3,85,4.525246,38.00
3,86,4.638933,38.00
3,87,5.619963,38.00
3,88,4.421489,38.00
3,89,4.221351,38.00
3,90,3.700886,38.00
3,91,4.976028,38.00
3,92,6.567503,38.00
3,93,3.033721,38.00
3,94,3.462546,38.00
3,95,2.673756,38.00
3,96,4.066761,38.00
3,97,2.607186,38.00
3,98,4.846159,38.00
3,99,2.894505,38.00
